area,Average_Speed,Vehicle_Density,Hour_of_Day,Day_of_Week,Is_Peak_Hour,Weather_Condition
Hadapsar,12.4598777037991,90.0,9,Tue,1,Rainy
Kothrud,20.35113358287186,75.0,9,Tue,1,Rainy
Hinjewadi,39.49086284692846,495.0,6,Mon,0,Clear
Swargate,49.36357855866057,435.6,6,Mon,0,Clear
University Circle,39.49086284692846,554.4,6,Mon,0,Clear
Hadapsar,59.23629427039268,356.40000000000003,6,Mon,0,Clear
Kothrud,69.10900998212479,297.0,6,Mon,0,Clear
Hinjewadi,24.53434832724057,177.5,8,Thu,1,Clear
Swargate,30.66793540905071,156.20000000000002,8,Thu,0,Clear
University Circle,24.53434832724057,198.79999999999998,8,Thu,1,Clear
Hadapsar,36.80152249086085,127.8,8,Thu,0,Clear
Kothrud,42.93510957267099,106.5,8,Thu,0,Clear
Hinjewadi,8.235450548013265,267.5,11,Wed,1,Clear
Swargate,12.0,235.4,11,Wed,1,Clear
University Circle,8.235450548013265,299.59999999999997,11,Wed,1,Clear
Hadapsar,15.0,192.6,11,Wed,1,Clear
Kothrud,18.0,160.5,11,Wed,1,Clear
Hinjewadi,16.58058334758147,225.0,7,Wed,0,Clear
Swargate,20.725729184476837,198.00000000000003,7,Wed,0,Clear
University Circle,16.58058334758147,251.99999999999997,7,Wed,0,Clear
Hadapsar,24.870875021372203,162.0,7,Wed,0,Clear
Kothrud,29.01602085826757,135.0,7,Wed,0,Clear
Hinjewadi,11.820192362822297,192.5,2,Mon,0,Clear
Swargate,14.775240453527871,169.4,2,Mon,0,Clear
University Circle,11.820192362822297,215.6,2,Mon,0,Clear
Hadapsar,17.730288544233446,138.6,2,Mon,0,Clear
Kothrud,20.68533663493902,115.5,2,Mon,0,Clear
Hinjewadi,18.739534536634967,302.25,6,Fri,0,Foggy
Swargate,23.424418170793707,204.60000000000002,6,Fri,0,Foggy
University Circle,18.739534536634967,260.4,6,Fri,0,Foggy
Hadapsar,28.109301804952448,167.4,6,Fri,0,Foggy
Kothrud,32.79418543911119,139.5,6,Fri,0,Foggy
Hinjewadi,20.455375094137235,267.5,8,Wed,1,Foggy
Swargate,25.56921886767154,235.4,8,Wed,0,Foggy
University Circle,20.455375094137235,299.59999999999997,8,Wed,1,Foggy
Hadapsar,30.683062641205847,192.6,8,Wed,0,Foggy
Kothrud,35.79690641474016,160.5,8,Wed,0,Foggy
Hinjewadi,29.632841217681516,185.0,3,Mon,0,Clear
Swargate,37.041051522101895,162.8,3,Mon,0,Clear
University Circle,29.632841217681516,207.2,3,Mon,0,Clear
Hadapsar,44.449261826522275,133.20000000000002,3,Mon,0,Clear
Kothrud,51.857472130942654,111.0,3,Mon,0,Clear
Hinjewadi,39.39659941733831,400.0,5,Mon,0,Clear
Swargate,49.24574927167288,352.0,5,Mon,0,Clear
University Circle,39.39659941733831,448.0,5,Mon,0,Clear
Hadapsar,59.09489912600745,288.0,5,Mon,0,Clear
Kothrud,68.94404898034202,240.0,5,Mon,0,Clear
Hinjewadi,15.854542801245774,137.5,3,Sun,0,Clear
Swargate,19.818178501557217,169.4,3,Sun,0,Clear
University Circle,15.854542801245774,154.0,3,Sun,0,Clear
Hadapsar,23.78181420186866,79.2,3,Sun,0,Clear
Kothrud,27.745449902180102,103.125,3,Sun,0,Clear
Hinjewadi,38.286608420812975,347.5,0,Sat,0,Clear
Swargate,47.85826052601622,305.8,0,Sat,0,Clear
University Circle,38.286608420812975,389.2,0,Sat,0,Clear
Hadapsar,57.42991263121946,200.16000000000003,0,Sat,0,Clear
Kothrud,67.0015647364227,260.625,0,Sat,0,Clear
Hinjewadi,7.280861732774461,317.5,13,Tue,0,Rainy
Swargate,13.651615748952112,279.40000000000003,13,Tue,1,Rainy
University Circle,5.460646299580846,355.59999999999997,13,Tue,0,Rainy
Hadapsar,13.651615748952112,228.6,13,Tue,0,Rainy
Kothrud,22.297639056621783,190.5,13,Tue,0,Rainy
Hinjewadi,36.715707705309825,355.0,15,Mon,0,Clear
Swargate,45.89463463163728,312.40000000000003,15,Mon,0,Clear
University Circle,36.715707705309825,397.59999999999997,15,Mon,0,Clear
Hadapsar,55.07356155796474,255.6,15,Mon,0,Clear
Kothrud,64.25248848429219,213.0,15,Mon,0,Clear
Hinjewadi,31.955478674618632,482.5,0,Thu,0,Clear
Swargate,39.94434834327329,424.6,0,Thu,0,Clear
University Circle,31.955478674618632,540.4,0,Thu,0,Clear
Hadapsar,47.93321801192795,347.40000000000003,0,Thu,0,Clear
Kothrud,55.92208768058261,289.5,0,Thu,0,Clear
Hinjewadi,14.596919306947406,305.0,11,Wed,1,Rainy
Swargate,27.369223700526383,268.40000000000003,11,Wed,1,Rainy
University Circle,10.947689480210553,341.59999999999997,11,Wed,1,Rainy
Hadapsar,27.369223700526383,219.6,11,Wed,1,Rainy
Kothrud,44.70306537752642,183.0,11,Wed,1,Rainy
Hinjewadi,15.867118159788811,27.5,2,Wed,0,Clear
Swargate,19.833897699736013,24.200000000000003,2,Wed,0,Clear
University Circle,15.867118159788811,30.799999999999997,2,Wed,0,Clear
Hadapsar,23.800677239683214,19.8,2,Wed,0,Clear
Kothrud,27.767456779630418,16.5,2,Wed,0,Clear
Hinjewadi,15.256724010228664,250.0,17,Sun,1,Clear
Swargate,19.07090501278583,308.0,17,Sun,1,Clear
University Circle,15.256724010228664,280.0,17,Sun,1,Clear
Hadapsar,22.885086015342996,144.0,17,Sun,1,Clear
Kothrud,26.69926701790016,187.5,17,Sun,0,Clear
Hinjewadi,20.36680205849393,210.0,13,Tue,0,Foggy
Swargate,25.45850257311741,184.8,13,Tue,1,Foggy
University Circle,20.36680205849393,235.2,13,Tue,0,Foggy
Hadapsar,30.55020308774089,151.20000000000002,13,Tue,0,Foggy
Kothrud,35.64190360236437,126.0,13,Tue,0,Foggy
Hinjewadi,20.249091212897298,55.0,8,Thu,1,Clear
Swargate,25.311364016121622,48.400000000000006,8,Thu,0,Clear
University Circle,20.249091212897298,61.599999999999994,8,Thu,1,Clear
Hadapsar,30.373636819345947,39.6,8,Thu,0,Clear
Kothrud,35.43590962257027,33.0,8,Thu,0,Clear
Hinjewadi,24.089070139093778,422.5,19,Tue,1,Foggy
Swargate,30.111337673867222,371.8,19,Tue,1,Foggy
University Circle,24.089070139093778,473.2,19,Tue,1,Foggy
Hadapsar,36.13360520864067,304.2,19,Tue,1,Foggy
Kothrud,42.15587274341411,253.5,19,Tue,1,Foggy
Hinjewadi,33.78286482138298,455.0,4,Sun,0,Clear
Swargate,42.22858102672872,560.5600000000001,4,Sun,0,Clear
University Circle,33.78286482138298,509.59999999999997,4,Sun,0,Clear
Hadapsar,50.67429723207446,262.08000000000004,4,Sun,0,Clear
Kothrud,59.120013437420205,341.25,4,Sun,0,Clear
Hinjewadi,6.78828483265808,365.0,19,Sat,1,Rainy
Swargate,12.7280340612339,321.20000000000005,19,Sat,1,Rainy
University Circle,5.09121362449356,408.79999999999995,19,Sat,1,Rainy
Hadapsar,12.7280340612339,210.24,19,Sat,1,Rainy
Kothrud,20.789122300015368,273.75,19,Sat,1,Rainy
Hinjewadi,36.029856709958565,280.0,7,Sun,0,Clear
Swargate,45.0373208874482,344.96000000000004,7,Sun,0,Clear
University Circle,36.029856709958565,313.59999999999997,7,Sun,0,Clear
Hadapsar,54.04478506493784,161.28,7,Sun,0,Clear
Kothrud,63.05224924242748,210.0,7,Sun,0,Clear
Hinjewadi,10.593447432155314,52.5,19,Sat,1,Rainy
Swargate,19.86271393529121,46.2,19,Sat,1,Rainy
University Circle,7.945085574116484,58.8,19,Sat,1,Rainy
Hadapsar,19.86271393529121,30.240000000000006,19,Sat,1,Rainy
Kothrud,32.44243276097564,39.375,19,Sat,1,Rainy
Hinjewadi,24.163697783808203,225.0,7,Wed,0,Clear
Swargate,30.204622229760254,198.00000000000003,7,Wed,0,Clear
University Circle,24.163697783808203,251.99999999999997,7,Wed,0,Clear
Hadapsar,36.245546675712305,162.0,7,Wed,0,Clear
Kothrud,42.286471121664356,135.0,7,Wed,0,Clear
Hinjewadi,13.729012398130681,250.25,20,Fri,1,Clear
Swargate,17.16126549766335,169.4,20,Fri,1,Clear
University Circle,13.729012398130681,215.6,20,Fri,1,Clear
Hadapsar,20.59351859719602,138.6,20,Fri,1,Clear
Kothrud,24.02577169672869,115.5,20,Fri,1,Clear
Hinjewadi,4.492519767267342,222.5,15,Mon,0,Rainy
Swargate,8.423474563626266,195.8,15,Mon,0,Rainy
University Circle,3.3693898254505066,249.2,15,Mon,0,Rainy
Hadapsar,8.423474563626266,160.20000000000002,15,Mon,0,Rainy
Kothrud,13.758341787256233,133.5,15,Mon,0,Rainy
Hinjewadi,7.740525526146723,601.25,23,Fri,0,Rainy
Swargate,14.513485361525102,407.00000000000006,23,Fri,0,Rainy
University Circle,5.805394144610042,518.0,23,Fri,0,Rainy
Hadapsar,14.513485361525102,333.0,23,Fri,0,Rainy
Kothrud,23.705359423824333,277.5,23,Fri,0,Rainy
Hinjewadi,37.105551136388435,412.5,22,Tue,0,Clear
Swargate,46.38193892048554,363.00000000000006,22,Tue,0,Clear
University Circle,37.105551136388435,461.99999999999994,22,Tue,0,Clear
Hadapsar,55.65832670458264,297.0,22,Tue,0,Clear
Kothrud,64.93471448867975,247.5,22,Tue,0,Clear
Hinjewadi,31.12760807164175,327.5,10,Tue,1,Foggy
Swargate,38.909510089552185,288.20000000000005,10,Tue,1,Foggy
University Circle,31.12760807164175,366.79999999999995,10,Tue,1,Foggy
Hadapsar,46.69141210746262,235.8,10,Tue,1,Foggy
Kothrud,54.47331412537306,196.5,10,Tue,1,Foggy
Hinjewadi,28.634643328714045,472.5,8,Sun,1,Clear
Swargate,35.79330416089255,582.12,8,Sun,0,Clear
University Circle,28.634643328714045,529.1999999999999,8,Sun,1,Clear
Hadapsar,42.951964993071066,272.16,8,Sun,0,Clear
Kothrud,50.11062582524957,354.375,8,Sun,0,Clear
Hinjewadi,24.10704417939693,212.5,16,Mon,0,Clear
Swargate,30.13380522424616,187.00000000000003,16,Mon,1,Clear
University Circle,24.10704417939693,237.99999999999997,16,Mon,0,Clear
Hadapsar,36.16056626909539,153.0,16,Mon,0,Clear
Kothrud,42.18732731394462,127.5,16,Mon,0,Clear
Hinjewadi,16.624379593352725,432.5,11,Sat,1,Clear
Swargate,20.780474491690907,380.6,11,Sat,1,Clear
University Circle,16.624379593352725,484.4,11,Sat,1,Clear
Hadapsar,24.93656939002909,249.12000000000003,11,Sat,1,Clear
Kothrud,29.092664288367267,324.375,11,Sat,1,Clear
Hinjewadi,31.66602393956058,445.0,3,Sat,0,Clear
Swargate,39.582529924450725,391.6,3,Sat,0,Clear
University Circle,31.66602393956058,498.4,3,Sat,0,Clear
Hadapsar,47.49903590934087,256.32000000000005,3,Sat,0,Clear
Kothrud,55.41554189423101,333.75,3,Sat,0,Clear
Hinjewadi,3.9195379898864453,40.0,2,Sat,0,Rainy
Swargate,7.349133731037084,35.2,2,Sat,0,Rainy
University Circle,2.9396534924148336,44.8,2,Sat,0,Rainy
Hadapsar,7.5,23.040000000000003,2,Sat,0,Rainy
Kothrud,12.6,30.0,2,Sat,0,Rainy
Hinjewadi,26.628633690071748,275.0,9,Thu,1,Clear
Swargate,33.28579211258968,242.00000000000003,9,Thu,1,Clear
University Circle,26.628633690071748,308.0,9,Thu,1,Clear
Hadapsar,39.94295053510762,198.0,9,Thu,1,Clear
Kothrud,46.60010895762555,165.0,9,Thu,1,Clear
Hinjewadi,10.565976217987625,425.75,4,Fri,0,Clear
Swargate,13.207470272484532,288.20000000000005,4,Fri,0,Clear
University Circle,10.565976217987625,366.79999999999995,4,Fri,0,Clear
Hadapsar,15.848964326981438,235.8,4,Fri,0,Clear
Kothrud,18.490458381478344,196.5,4,Fri,0,Clear
Hinjewadi,35.641267934880105,510.25,22,Fri,0,Clear
Swargate,44.55158491860013,345.40000000000003,22,Fri,0,Clear
University Circle,35.641267934880105,439.59999999999997,22,Fri,0,Clear
Hadapsar,53.46190190232015,282.6,22,Fri,0,Clear
Kothrud,62.37221888604017,235.5,22,Fri,0,Clear
Hinjewadi,7.040858661189633,340.0,19,Thu,1,Rainy
Swargate,13.201609989730558,299.20000000000005,19,Thu,1,Rainy
University Circle,5.280643995892224,380.79999999999995,19,Thu,1,Rainy
Hadapsar,13.201609989730558,244.8,19,Thu,1,Rainy
Kothrud,21.562629649893246,204.0,19,Thu,1,Rainy
Hinjewadi,24.311234409221754,215.0,19,Wed,1,Clear
Swargate,30.38904301152719,189.20000000000002,19,Wed,1,Clear
University Circle,24.311234409221754,240.79999999999998,19,Wed,1,Clear
Hadapsar,36.466851613832624,154.8,19,Wed,1,Clear
Kothrud,42.54466021613806,129.0,19,Wed,1,Clear
Hinjewadi,9.136765755832016,162.5,9,Mon,1,Rainy
Swargate,17.13143579218503,143.0,9,Mon,1,Rainy
University Circle,6.852574316874012,182.0,9,Mon,1,Rainy
Hadapsar,17.13143579218503,117.0,9,Mon,1,Rainy
Kothrud,27.98134512723555,97.5,9,Mon,1,Rainy
Hinjewadi,26.366395714208338,470.0,4,Mon,0,Foggy
Swargate,32.95799464276042,413.6,4,Mon,0,Foggy
University Circle,26.366395714208338,526.4,4,Mon,0,Foggy
Hadapsar,39.5495935713125,338.40000000000003,4,Mon,0,Foggy
Kothrud,46.14119249986458,282.0,4,Mon,0,Foggy
Hinjewadi,12.338661732669076,340.0,0,Sun,0,Rainy
Swargate,23.134990748754515,418.88000000000005,0,Sun,0,Rainy
University Circle,9.253996299501805,380.79999999999995,0,Sun,0,Rainy
Hadapsar,23.134990748754515,195.84000000000003,0,Sun,0,Rainy
Kothrud,37.78715155629904,255.0,0,Sun,0,Rainy
Hinjewadi,9.269221707252221,417.5,9,Tue,1,Rainy
Swargate,17.379790701097914,367.40000000000003,9,Tue,1,Rainy
University Circle,6.951916280439166,467.59999999999997,9,Tue,1,Rainy
Hadapsar,17.379790701097914,300.6,9,Tue,1,Rainy
Kothrud,28.38699147845992,250.5,9,Tue,1,Rainy
Hinjewadi,30.419567884622452,227.5,18,Sat,1,Clear
Swargate,38.02445985577806,200.20000000000002,18,Sat,1,Clear
University Circle,30.419567884622452,254.79999999999998,18,Sat,1,Clear
Hadapsar,45.62935182693367,131.04000000000002,18,Sat,1,Clear
Kothrud,53.23424379808928,170.625,18,Sat,1,Clear
Hinjewadi,36.50107057477896,60.0,12,Thu,0,Clear
Swargate,45.6263382184737,52.800000000000004,12,Thu,1,Clear
University Circle,36.50107057477896,67.19999999999999,12,Thu,1,Clear
Hadapsar,54.75160586216844,43.2,12,Thu,0,Clear
Kothrud,63.87687350586317,36.0,12,Thu,0,Clear
Hinjewadi,39.031156249535265,265.0,15,Sat,0,Clear
Swargate,48.78894531191908,233.20000000000002,15,Sat,0,Clear
University Circle,39.031156249535265,296.79999999999995,15,Sat,0,Clear
Hadapsar,58.54673437430289,152.64000000000001,15,Sat,0,Clear
Kothrud,68.30452343668671,198.75,15,Sat,0,Clear
Hinjewadi,35.20424750992118,460.0,9,Mon,1,Clear
Swargate,44.005309387401475,404.8,9,Mon,1,Clear
University Circle,35.20424750992118,515.1999999999999,9,Mon,1,Clear
Hadapsar,52.80637126488177,331.2,9,Mon,1,Clear
Kothrud,61.60743314236206,276.0,9,Mon,1,Clear
Hinjewadi,14.74087973742541,390.0,17,Tue,1,Rainy
Swargate,27.639149507672638,343.20000000000005,17,Tue,1,Rainy
University Circle,11.055659803069055,436.79999999999995,17,Tue,1,Rainy
Hadapsar,27.639149507672638,280.8,17,Tue,1,Rainy
Kothrud,45.1439441958653,234.0,17,Tue,0,Rainy
Hinjewadi,4.231877186170903,140.0,8,Tue,1,Rainy
Swargate,7.934769724070442,123.20000000000002,8,Tue,0,Rainy
University Circle,3.1739078896281767,156.79999999999998,8,Tue,1,Rainy
Hadapsar,7.934769724070442,100.8,8,Tue,0,Rainy
Kothrud,12.960123882648388,84.0,8,Tue,0,Rainy
Hinjewadi,35.41030363786674,295.0,3,Sun,0,Clear
Swargate,44.262879547333426,363.44,3,Sun,0,Clear
University Circle,35.41030363786674,330.4,3,Sun,0,Clear
Hadapsar,53.11545545680011,169.92000000000002,3,Sun,0,Clear
Kothrud,61.96803136626679,221.25,3,Sun,0,Clear
Hinjewadi,16.631758907960542,315.25,6,Fri,0,Clear
Swargate,20.78969863495068,213.4,6,Fri,0,Clear
University Circle,16.631758907960542,271.59999999999997,6,Fri,0,Clear
Hadapsar,24.947638361940815,174.6,6,Fri,0,Clear
Kothrud,29.105578088930947,145.5,6,Fri,0,Clear
Hinjewadi,34.8433235809302,32.5,19,Mon,1,Clear
Swargate,43.55415447616275,28.6,19,Mon,1,Clear
University Circle,34.8433235809302,36.4,19,Mon,1,Clear
Hadapsar,52.2649853713953,23.400000000000002,19,Mon,1,Clear
Kothrud,60.975816266627845,19.5,19,Mon,1,Clear
Hinjewadi,13.43619219362353,250.0,21,Mon,1,Foggy
Swargate,16.79524024202941,220.00000000000003,21,Mon,1,Foggy
University Circle,13.43619219362353,280.0,21,Mon,1,Foggy
Hadapsar,20.154288290435293,180.0,21,Mon,0,Foggy
Kothrud,23.513336338841174,150.0,21,Mon,1,Foggy
Hinjewadi,37.05083244427309,162.5,22,Mon,0,Clear
Swargate,46.31354055534136,143.0,22,Mon,0,Clear
University Circle,37.05083244427309,182.0,22,Mon,0,Clear
Hadapsar,55.57624866640963,117.0,22,Mon,0,Clear
Kothrud,64.8389567774779,97.5,22,Mon,0,Clear
Hinjewadi,27.312921808035867,232.5,9,Tue,1,Foggy
Swargate,34.141152260044834,204.60000000000002,9,Tue,1,Foggy
University Circle,27.312921808035867,260.4,9,Tue,1,Foggy
Hadapsar,40.9693827120538,167.4,9,Tue,1,Foggy
Kothrud,47.79761316406277,139.5,9,Tue,1,Foggy
Hinjewadi,25.988632122482723,77.5,13,Mon,0,Clear
Swargate,32.4857901531034,68.2,13,Mon,1,Clear
University Circle,25.988632122482723,86.8,13,Mon,0,Clear
Hadapsar,38.98294818372408,55.800000000000004,13,Mon,0,Clear
Kothrud,45.48010621434476,46.5,13,Mon,0,Clear
Hinjewadi,37.293318446934514,312.5,23,Sun,0,Clear
Swargate,46.61664805866814,385.0,23,Sun,0,Clear
University Circle,37.293318446934514,350.0,23,Sun,0,Clear
Hadapsar,55.93997767040177,180.0,23,Sun,0,Clear
Kothrud,65.26330728213539,234.375,23,Sun,0,Clear
Hinjewadi,9.653399093054757,342.5,23,Thu,0,Clear
Swargate,12.066748866318445,301.40000000000003,23,Thu,0,Clear
University Circle,9.653399093054757,383.59999999999997,23,Thu,0,Clear
Hadapsar,15.0,246.6,23,Thu,0,Clear
Kothrud,18.0,205.5,23,Thu,0,Clear
Hinjewadi,3.268012488554829,295.0,16,Sun,0,Rainy
Swargate,7.199999999999999,363.44,16,Sun,1,Rainy
University Circle,2.4510093664161214,330.4,16,Sun,0,Rainy
Hadapsar,7.5,169.92000000000002,16,Sun,0,Rainy
Kothrud,12.6,221.25,16,Sun,0,Rainy
Hinjewadi,13.588709948682547,395.0,9,Wed,1,Clear
Swargate,16.985887435853183,347.6,9,Wed,1,Clear
University Circle,13.588709948682547,442.4,9,Wed,1,Clear
Hadapsar,20.38306492302382,284.40000000000003,9,Wed,1,Clear
Kothrud,23.780242410194454,237.0,9,Wed,1,Clear
Hinjewadi,31.326054403365035,145.0,20,Sun,1,Clear
Swargate,39.15756800420629,178.64000000000001,20,Sun,1,Clear
University Circle,31.326054403365035,162.39999999999998,20,Sun,1,Clear
Hadapsar,46.989081605047545,83.52000000000001,20,Sun,1,Clear
Kothrud,54.8205952058888,108.75,20,Sun,1,Clear
Hinjewadi,10.8283183035046,409.5,21,Fri,1,Clear
Swargate,13.53539787938075,277.20000000000005,21,Fri,1,Clear
University Circle,10.8283183035046,352.79999999999995,21,Fri,1,Clear
Hadapsar,16.2424774552569,226.8,21,Fri,0,Clear
Kothrud,18.949557031133047,189.0,21,Fri,1,Clear
Hinjewadi,35.98073701466659,247.5,11,Thu,1,Clear
Swargate,44.97592126833323,217.8,11,Thu,1,Clear
University Circle,35.98073701466659,277.2,11,Thu,1,Clear
Hadapsar,53.971105521999874,178.20000000000002,11,Thu,1,Clear
Kothrud,62.96628977566652,148.5,11,Thu,1,Clear
Hinjewadi,34.71831058222092,70.0,14,Sun,0,Clear
Swargate,43.39788822777615,86.24000000000001,14,Sun,0,Clear
University Circle,34.71831058222092,78.39999999999999,14,Sun,0,Clear
Hadapsar,52.07746587333138,40.32,14,Sun,0,Clear
Kothrud,60.757043518886604,52.5,14,Sun,0,Clear
Hinjewadi,33.03762599080921,191.75,22,Fri,0,Clear
Swargate,41.29703248851151,129.8,22,Fri,0,Clear
University Circle,33.03762599080921,165.2,22,Fri,0,Clear
Hadapsar,49.55643898621381,106.2,22,Fri,0,Clear
Kothrud,57.815845483916114,88.5,22,Fri,0,Clear
Hinjewadi,37.069905660140016,197.5,1,Sun,0,Clear
Swargate,46.33738207517502,243.32,1,Sun,0,Clear
University Circle,37.069905660140016,221.2,1,Sun,0,Clear
Hadapsar,55.60485849021003,113.76000000000002,1,Sun,0,Clear
Kothrud,64.87233490524503,148.125,1,Sun,0,Clear
Hinjewadi,38.74388168868338,392.5,13,Wed,0,Clear
Swargate,48.42985211085422,345.40000000000003,13,Wed,1,Clear
University Circle,38.74388168868338,439.59999999999997,13,Wed,0,Clear
Hadapsar,58.11582253302506,282.6,13,Wed,0,Clear
Kothrud,67.8017929551959,235.5,13,Wed,0,Clear
Hinjewadi,30.173085152792567,370.0,13,Wed,0,Foggy
Swargate,37.71635644099071,325.6,13,Wed,1,Foggy
University Circle,30.173085152792567,414.4,13,Wed,0,Foggy
Hadapsar,45.25962772918885,266.40000000000003,13,Wed,0,Foggy
Kothrud,52.80289901738699,222.0,13,Wed,0,Foggy
Hinjewadi,36.93578532504208,160.0,14,Wed,0,Clear
Swargate,46.1697316563026,140.8,14,Wed,0,Clear
University Circle,36.93578532504208,179.2,14,Wed,0,Clear
Hadapsar,55.40367798756312,115.2,14,Wed,0,Clear
Kothrud,64.63762431882364,96.0,14,Wed,0,Clear
Hinjewadi,35.10039118172649,65.0,21,Wed,1,Clear
Swargate,43.87548897715811,57.2,21,Wed,1,Clear
University Circle,35.10039118172649,72.8,21,Wed,1,Clear
Hadapsar,52.65058677258973,46.800000000000004,21,Wed,0,Clear
Kothrud,61.42568456802135,39.0,21,Wed,1,Clear
Hinjewadi,16.8295262201775,237.5,16,Mon,0,Clear
Swargate,21.036907775221874,209.00000000000003,16,Mon,1,Clear
University Circle,16.8295262201775,266.0,16,Mon,0,Clear
Hadapsar,25.24428933026625,171.0,16,Mon,0,Clear
Kothrud,29.45167088531062,142.5,16,Mon,0,Clear
Hinjewadi,36.72103444870669,455.0,1,Sun,0,Clear
Swargate,45.90129306088336,560.5600000000001,1,Sun,0,Clear
University Circle,36.72103444870669,509.59999999999997,1,Sun,0,Clear
Hadapsar,55.081551673060034,262.08000000000004,1,Sun,0,Clear
Kothrud,64.2618102852367,341.25,1,Sun,0,Clear
Hinjewadi,15.562653692394656,462.5,9,Sun,1,Rainy
Swargate,29.17997567323998,569.8000000000001,9,Sun,1,Rainy
University Circle,11.671990269295991,518.0,9,Sun,1,Rainy
Hadapsar,29.17997567323998,266.40000000000003,9,Sun,1,Rainy
Kothrud,47.66062693295863,346.875,9,Sun,1,Rainy
Hinjewadi,14.429162869936722,325.0,8,Sun,1,Foggy
Swargate,18.0364535874209,400.4,8,Sun,0,Foggy
University Circle,14.429162869936722,364.0,8,Sun,1,Foggy
Hadapsar,21.64374430490508,187.20000000000002,8,Sun,0,Foggy
Kothrud,25.25103502238926,243.75,8,Sun,0,Foggy
Hinjewadi,20.439243132049498,52.5,1,Tue,0,Clear
Swargate,25.54905391506187,46.2,1,Tue,0,Clear
University Circle,20.439243132049498,58.8,1,Tue,0,Clear
Hadapsar,30.65886469807424,37.800000000000004,1,Tue,0,Clear
Kothrud,35.76867548108661,31.5,1,Tue,0,Clear
Hinjewadi,12.278990427401833,375.0,11,Wed,1,Rainy
Swargate,23.023107051378435,330.0,11,Wed,1,Rainy
University Circle,9.209242820551374,420.0,11,Wed,1,Rainy
Hadapsar,23.023107051378435,270.0,11,Wed,1,Rainy
Kothrud,37.6044081839181,225.0,11,Wed,1,Rainy
Hinjewadi,14.262804483188772,320.0,8,Sat,1,Clear
Swargate,17.828505603985963,281.6,8,Sat,0,Clear
University Circle,14.262804483188772,358.4,8,Sat,1,Clear
Hadapsar,21.394206724783157,184.32000000000002,8,Sat,0,Clear
Kothrud,24.959907845580346,240.0,8,Sat,0,Clear
Hinjewadi,22.17707860280382,402.5,12,Wed,0,Clear
Swargate,27.721348253504775,354.20000000000005,12,Wed,1,Clear
University Circle,22.17707860280382,450.79999999999995,12,Wed,1,Clear
Hadapsar,33.265617904205726,289.8,12,Wed,0,Clear
Kothrud,38.80988755490668,241.5,12,Wed,0,Clear
Hinjewadi,8.830152188337086,212.5,5,Sun,0,Rainy
Swargate,16.556535353132038,261.8,5,Sun,0,Rainy
University Circle,6.622614141252815,237.99999999999997,5,Sun,0,Rainy
Hadapsar,16.556535353132038,122.4,5,Sun,0,Rainy
Kothrud,27.042341076782325,159.375,5,Sun,0,Rainy
Hinjewadi,34.43406990554514,392.5,20,Mon,1,Clear
Swargate,43.04258738193142,345.40000000000003,20,Mon,1,Clear
University Circle,34.43406990554514,439.59999999999997,20,Mon,1,Clear
Hadapsar,51.6511048583177,282.6,20,Mon,1,Clear
Kothrud,60.259622334703984,235.5,20,Mon,1,Clear
Hinjewadi,12.954924628718562,107.5,21,Sat,1,Clear
Swargate,16.1936557858982,94.60000000000001,21,Sat,1,Clear
University Circle,12.954924628718562,120.39999999999999,21,Sat,1,Clear
Hadapsar,19.43238694307784,61.92000000000001,21,Sat,0,Clear
Kothrud,22.67111810025748,80.625,21,Sat,1,Clear
